listing-location,location_encoded,bed,bath,listing-floorarea,listing-floorarea 2,price
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,450.0,17500000.0,63000000.0
"Discovery, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,190.0,22916667.0,27500000.0
"Rempoa, Ciputat, Tangerang Selatan, Banten",6,4.0,3.0,145.0,26647619.0,27980000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,234.0,20000000.0,50000000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,250.0,27500000.0,55000000.0
"Bintaro sektor 3, Bintaro, Tangerang Selatan, Banten",2,7.0,6.0,350.0,12500000.0,45000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,130.0,19444444.0,21000000.0
"Pondok kacang, Pondok Aren, Tangerang Selatan, Banten",12,8.0,7.0,300.0,6243996.0,65000000.0
"Bintaro, Tangerang Selatan, Banten",2,6.0,6.0,500.0,18018018.0,40000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,9.0,5.0,600.0,7352941.0,75000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,120.0,16666667.0,20000000.0
"Graha Taman, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,1000.0,18881119.0,135000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,89.0,17757009.0,19000000.0
"Bintaro, Tangerang Selatan, Banten",2,7.0,6.0,550.0,10813594.0,105000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,350.0,14400000.0,36000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,4.0,150.0,14814815.0,40000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,7.0,544.0,63461538.0,247500000.0
"Serpong, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,36.0,2833333.0,
"Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,100.0,8250000.0,
"Alam Sutera, Tangerang Selatan, Banten",0,4.0,3.0,209.0,36681250.0,58690000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,66.0,18653.0,
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,110.0,18229167.0,17500000.0
"BSD, Tangerang Selatan, Banten",1,1.0,1.0,157.0,17148014.0,47500000.0
"Granada @ Alicante, Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,5.0,4.0,160.0,23333333.0,42000000.0
". Jl. Pasar Jengkol, Gunung Sindur, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,7196970.0,
"Jln. Pendidikan pondok petir., Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,50.0,7265625.0,
"Pasadena Gading Serpong, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,316.0,31250000.0,75000000.0
"Jalan pendidikan, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,50.0,7121212.0,
"West Village, Bsd, Tangerang, Banten, BSD, Tangerang Selatan, Banten",1,4.0,3.0,126.0,33083469.0,27790113.75
"The Zora BSD, BSD, Tangerang Selatan, Banten",1,4.0,5.0,240.0,47794118.0,65000000.0
"Jl. Kesadaran 2, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,50.0,7121212.0,
"Perumahan Citra Prima Serpong 1 B3/18 Setu, Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,144.0,12136111.0,
"Kebayoran Residence, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,249.0,28229665.0,59000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,95.0,17619048.0,14800000.0
"Jl. Raya Serang, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,55.0,15150794.0,
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,32.0,13850025.0,
"JL Mujahidin, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,75.0,18539326.0,16500000.0
"Jl.Bratasena V, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,40.0,83333.0,
"Griya Loka Sekor 1.1, BSD, Tangerang Selatan, Banten",1,4.0,3.0,150.0,13472222.0,24250000.0
"Serpong Utara, Tangerang Selatan, Banten",14,4.0,3.0,176.0,35435714.0,49610000.0
"Pondok Aren, Tangerang Selatan, Pondok Aren, Tangerang Selatan, Banten",12,2.0,2.0,66.0,17105263.0,13000000.0
"Bintaro Jaya Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,227.0,23163842.0,41000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,1.0,41.0,15138889.0,10900000.0
"BSD, Tangerang Selatan, Banten",1,7.0,8.0,969.0,24717514.0,175000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,100.0,25000000.0,18000000.0
"Serpong, Tangerang Selatan, Banten",13,4.0,5.0,207.0,34722222.0,50000000.0
"BSD, Tangerang Selatan, Banten",1,6.0,6.0,527.0,22675737.0,100000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,4.0,220.0,22994652.0,43000000.0
"De Park BSD City, BSD, Tangerang Selatan, Banten",1,4.0,4.0,500.0,28235294.0,240000000.0
"Jalan Kebayoran Symphony Bintaro Jaya Sektor 7, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,249.0,29411765.0,60000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,150.0,18367347.0,18000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,120.0,17857143.0,15000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,4.0,4.0,292.0,10385757.0,35000000.0
"Jl Red Diamond, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,3.0,3.0,99.0,14666667.0,22000000.0
"Serpong, Tangerang Selatan, Banten",13,4.0,3.0,110.0,16000000.0,16000000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,111.0,12606838.0,14750000.0
"Ciputat Timur, Tangerang Selatan, Banten",7,2.0,4.0,250.0,11363636.0,45000000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,75.0,20361111.0,14660000.0
"Graha Raya Bintaro, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,56.0,15958333.0,11490000.0
"Fontainbleau Golf Residence BSD City, BSD, Tangerang Selatan, Banten",1,5.0,5.0,395.0,757874.0,
"Navapark bsd, BSD, Tangerang Selatan, Banten",1,4.0,4.0,285.0,29640719.0,99000000.0
"PJJ5+2J Medang, Kabupaten Tangerang, Banten, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,92.0,28571429.0,24000000.0
"Jl. Springs Boulevard, Pagedangan, Banten 15332, Serpong Utara, Tangerang Selatan, Banten",14,5.0,4.0,207.0,36265417.0,52222200.0
"Jl S  Cimandiri, Serpong Utara, Tangerang Selatan, Banten",14,10.0,5.0,1000.0,2328864.0,165000000.0
"Jl.amd 5 sawah lama, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,37.0,12583333.0,
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,370.0,65217391.0,150000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,110.0,25000000.0,21000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,161.0,23456790.0,38000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,160.0,19852941.0,27000000.0
"jl.amd v no.70B, sawah lama, Ciputat Timur, Tangerang Selatan, Banten",7,2.0,1.0,37.0,12500000.0,
"bintaro sektor 7, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,200.0,25853659.0,53000000.0
"Nusa Loka, BSD, Tangerang Selatan, Banten",1,4.0,1.0,120.0,10502392.0,21950000.0
"bintaro sektor 6, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,147.0,21359223.0,22000000.0
"bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,90.0,30952381.0,26000000.0
"Jalan benda, Pamulang, Tangerang Selatan, Banten",11,3.0,3.0,80.0,24138889.0,17380000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,308.0,27500000.0,82500000.0
"BSD, Tangerang Selatan, Banten",1,3.0,3.0,200.0,25252525.0,50000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,4.0,4.0,500.0,35000000.0,105000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,160.0,25000000.0,34000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,225.0,17777778.0,16000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,13250000.0,26500000.0
"Ciputat, Tangerang Selatan, Banten",6,3.0,3.0,120.0,14795918.0,14500000.0
"serpong, BSD, Tangerang Selatan, Banten",1,4.0,4.0,330.0,22111111.0,29850000.0
"Pondok aren, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,70.0,14666667.0,17600000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,15476190.0,13000000.0
"Jl. Perigi Raya, Bintaro, Tangerang Selatan, Banten",2,5.0,5.0,315.0,9643917.0,65000000.0
"Jl Rusa, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,132.0,26333333.0,15800000.0
"Pondok jurangmangu indah, Pondok Aren, Tangerang Selatan, Banten",12,2.0,2.0,100.0,14000000.0,21000000.0
"Ciputat timur, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,4.0,200.0,14056225.0,35000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,73.0,17094595.0,12649999.999999998
"Pondok cabe, Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,93.0,11111111.0,10000000.0
"bintaro sektor 2, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,250.0,20202020.0,80000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,130.0,32500000.0,19500000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,111.0,16875000.0,27000000.0
"Cirendeu, Ciputat Timur, Tangerang Selatan, Banten",7,5.0,5.0,480.0,5294118.0,27000000.0
"Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,87.0,14102564.0,11000000.0
"JL. AMBON NUSA LOKA, BSD, Tangerang Selatan, Banten",1,2.0,1.0,55.0,16025641.0,12500000.0
"Jl puspitek, BSD, Tangerang Selatan, Banten",1,2.0,1.0,36.0,8133333.0,
"Bintaro, Tangerang Selatan, Banten",2,2.0,3.0,95.0,20833333.0,17500000.0
"Palem Puri, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,95.0,20348837.0,17500000.0
"griya pamulang, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,100.0,11224490.0,11000000.0
"ALAM UTAMA BOULEVARD, Alam Sutera, Tangerang Selatan, Banten",0,5.0,5.0,195.0,37962963.0,41000000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,70.0,10119048.0,
"Pamulang, Tangerang Selatan, Banten",11,4.0,3.0,130.0,13333333.0,12000000.0
"Pondok Aren, Tangerang Selatan, Banten",12,2.0,2.0,80.0,6439394.0,
"Jl Raya Pinang, Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,150.0,10504202.0,12500000.0
"Serpong, Tangerang Selatan, Banten",13,4.0,4.0,114.0,17307692.0,18000000.0
"Pamulang, Tangerang Selatan, Banten",11,6.0,5.0,600.0,13235294.0,45000000.0
"Pamulang, Tangerang Selatan, Banten",11,4.0,2.0,70.0,11666667.0,
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,216.0,18882466.0,98000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,70.0,15000000.0,18000000.0
"Grand Akasia B24, Jalan Haji Rekan, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,114.0,9148936.0,12900000.0
"The Green BSD City, BSD, Tangerang Selatan, Banten",1,3.0,4.0,300.0,19166667.0,46000000.0
"Delatinos BSD City, BSD, Tangerang Selatan, Banten",1,4.0,4.0,264.0,14785992.0,38000000.0
"Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,184.0,19111111.0,43000000.0
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,4.0,3.0,100.0,10344828.0,
"BSD, Tangerang Selatan, Banten",1,6.0,4.0,400.0,22988506.0,60000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,400.0,26666667.0,80000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,4.0,220.0,22111111.0,29850000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,500.0,18750000.0,66000000.0
"BSD, Tangerang Selatan, Banten",1,6.0,5.0,400.0,21666667.0,65000000.0
"graha taman bintaro, tangerang selatan, Bintaro, Tangerang Selatan, Banten",2,1.0,1.0,100.0,16000000.0,106560000.0
"Dijual Zora Cluster Kazumi Bsd Tangerang, BSD, Tangerang Selatan, Banten",1,4.0,4.0,235.0,47058824.0,64000000.0
"Gading Serpong, Tangerang Selatan, Banten",8,3.0,2.0,67.0,20138889.0,14500000.0
"Jl promoter 3 lengkong bsd, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,45.0,10983333.0,
"jl lengkong raya al husainy bsd, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,64.0,13541667.0,
"Serpong, Tangerang Selatan, Banten",13,4.0,4.0,250.0,23888889.0,43000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,126.0,23765432.0,38500000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,100.0,13888889.0,20000000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,140.0,21406250.0,20550000.0
"BSD City, Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,4.0,2.0,160.0,13563830.0,25500000.0
"Jl. Salak - Pondok benda Pamulang Tangsel, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,72.0,14711905.0,
"Jl bandung, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,118.0,25000000.0,18000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,240.0,27777778.0,50000000.0
"Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,42.0,10064103.0,
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,145.0,20833333.0,25000000.0
"Bintaro Jaya Sektor 3A, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,70.0,15714286.0,16500000.0
"Jl.Cendrawasih Bintari Area Sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,250.0,10653409.0,18750000.0
"PAMULANG BELAKANG UNPAM Tanggerang, Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,50.0,15957447.0,
"Mesjid baitul, Ciputat, Tangerang Selatan, Banten",6,5.0,2.0,150.0,23000000.0,23000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,65.0,14916667.0,
"Jl. Starling, Serpong, Tangerang Selatan, Banten",13,5.0,4.0,220.0,19166667.0,34500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,72.0,14141414.0,14000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,112.0,15555556.0,28000000.0
"Jl. Medang Pagedangan Tangerang, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,144.0,25738095.0,21620000.0
"Serpong Garden Cisauk, Serpong, Tangerang Selatan, Banten",13,4.0,2.0,143.0,8391608.0,12000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,107.0,23809524.0,20000000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,136.0,18500000.0,18500000.0
"Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,200.0,24603175.0,31000000.0
"Kencana Loka, BSD, Tangerang Selatan, Banten",1,10.0,7.0,400.0,24000000.0,60000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,6.0,5.0,550.0,10972222.0,79000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,300.0,9824561.0,56000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,80.0,13095238.0,16500000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,350.0,25373134.0,85000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,22500000.0,54000000.0
"Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,360.0,32535885.0,68000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,240.0,27777778.0,50000000.0
"BSD, Tangerang Selatan, Banten",1,3.0,2.0,86.0,20238095.0,17000000.0
"Jl. Boulevard BSD, BSD, Tangerang Selatan, Banten",1,5.0,5.0,165.0,37843071.0,31788180.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,100.0,19607843.0,30000000.0
"BSD, Tangerang Selatan, Banten",1,2.0,2.0,60.0,16724138.0,
"JL. Puspitek Raya , Serpong, Tangerang Selatan, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,36.0,8133333.0,
"Pondok Aren Tanggerang Selatan, Pondok Aren, Tangerang Selatan, Banten",12,3.0,4.0,180.0,15384615.0,18000000.0
"jl Reni Jaya, Pamulang, Tangerang Selatan, Banten",11,2.0,1.0,45.0,10530303.0,
"Pondok Aren Tanggerang Selatan, Pondok Aren, Tangerang Selatan, Banten",12,4.0,5.0,260.0,12019231.0,25000000.0
"Jl Alam Sutera Boulevard Alam Sutera, Serpong Utara, Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,240.0,19000000.0,38000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,5.0,4.0,220.0,22500000.0,45000000.0
"Pamulang, Pamulang, Tangerang Selatan, Banten",11,4.0,3.0,300.0,10984848.0,29000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,171.0,22754491.0,38000000.0
"Jalan Puri Bintaro Jaya Sektor 9 Tangerang Selatan, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,167.0,22137405.0,29000000.0
"Graha Raya, Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,85.0,14444444.0,13000000.0
"BSD, Tangerang Selatan, Banten",1,5.0,5.0,400.0,8450704.0,42000000.0
"Cluster de Rio, BSD, Tangerang Selatan, Banten",1,5.0,5.0,264.0,14785992.0,38000000.0
"Kedaung, Ciputat, Tangerang Selatan, Banten",6,4.0,2.0,156.0,12952381.0,13600000.000000002
"Jombang Ciputat, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,100.0,13125000.0,21000000.0
"Villa Cinere Mas, Ciputat Timur, Tangerang Selatan, Banten",7,6.0,6.0,500.0,17142857.0,60000000.0
"The savia Nusa Loka Tangerang Selatan, BSD, Tangerang Selatan, Banten",1,3.0,3.0,90.0,22023810.0,18500000.0
"Pondok Aren, Tangerang Selatan, Banten",12,4.0,4.0,117.0,13636364.0,18000000.0
"Bintaro Sektor 7, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,300.0,41666667.0,85000000.0
"BSD, BSD, Tangerang Selatan, Banten",1,5.0,3.0,340.0,21666667.0,65000000.0
"Griya Pamulang 2, Pamulang, Tangerang Selatan, Banten",11,5.0,3.0,97.0,15730337.0,14000000.0
"Cluster Blossom Ville, BSD, Tangerang Selatan, Banten",1,4.0,5.0,300.0,19166667.0,46000000.0
"Bintaro Sektor 9, Pondok Aren, Tangerang Selatan, Banten",12,4.0,3.0,295.0,30107527.0,56000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,66.0,18333333.0,13750000.0
"Jalan Boulevard Raya Gading Serpong, Serpong, Tangerang Selatan, Banten",13,4.0,3.0,65.0,19288716.0,49572000.0
"Delatinos, BSD, Tangerang Selatan, Banten",1,4.0,4.0,200.0,23459716.0,49500000.0
"Bintaro Sektor 9, Pondok Aren, Tangerang Selatan, Banten",12,3.0,3.0,100.0,29166667.0,21000000.0
"BIntaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,150.0,26296296.0,35500000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,5.0,4.0,460.0,22745098.0,58000000.0
"Jl graha raya boulevard, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,200.0,19572368.0,29750000.0
"WR Supratman, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,78.0,26666667.0,16000000.0
"Camar Sektor 3, Bintaro, Tangerang Selatan, Banten",2,5.0,3.0,300.0,16853933.0,60000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,92.0,21653543.0,27500000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,111.0,22321429.0,25000000.0
"GRIYA LOKA BSD CITY - TANGERANG SELATAN, Serpong, Tangerang Selatan, Banten",13,5.0,5.0,500.0,9259260.0,25000000.98
"REGENCY MELATI MAS SERPONG - TANGERANG SELATAN, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,45.0,11111111.0,
"NEO CATALONIA BSD CITY - TANGERANG SELATAN, Serpong, Tangerang Selatan, Banten",13,2.0,1.0,63.0,14285724.0,14000009.11
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,129.0,27500000.0,33000000.0
"Bintaro Sektor 3, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,200.0,19444444.0,35000000.0
"Puri Bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,100.0,16041667.0,19250000.0
"Sektor 7 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,84.0,31944444.0,23000000.0
"Medang, Kabupaten Tangerang, Banten, Serpong Utara, Tangerang Selatan, Banten",14,3.0,2.0,92.0,28571429.0,24000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,250.0,36666667.0,110000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,117.0,26666667.0,28000000.0
"Jl. Gading Golf Boulevard, Serpong, Tangerang Selatan, Banten",13,2.0,2.0,44.0,19444444.0,14000000.0
"Bintaro Sektor 2, Bintaro, Tangerang Selatan, Banten",2,5.0,2.0,225.0,17777778.0,16000000.0
"Serpong Utara, Tangerang Selatan, Banten",14,5.0,4.0,180.0,20000000.0,24000000.0
"JL. Raya Serpong, Serpong, Tangerang Selatan, Banten",13,5.0,4.0,270.0,18411552.0,51000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,135.0,25000000.0,30000000.0
"Villa Bintaro Indah, Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,190.0,16055046.0,17500000.0
"Taman tirta golf bsd, BSD, Tangerang Selatan, Banten",1,5.0,3.0,780.0,19893899.0,75000000.0
"Green cove Bsd, BSD, Tangerang Selatan, Banten",1,4.0,3.0,320.0,26865672.0,90000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,4.0,4.0,177.0,25321888.0,59000000.0
"Sektor 9 Bintaro Jaya, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,180.0,26041667.0,50000000.0
"Kampung Utan Ciputat Timur, Ciputat, Tangerang Selatan, Banten",6,4.0,3.0,260.0,17985612.0,25000000.0
"Jl promoter 3 lengkong bsd, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,45.0,10983333.0,
"Jombang, BSD, Tangerang Selatan, Banten",1,3.0,2.0,45.0,11650000.0,
"Jl lengkong raya, al husainy bsd, Serpong, Tangerang Selatan, Banten",13,3.0,2.0,45.0,10738462.0,
"Jombaang, Pondok Aren, Tangerang Selatan, Banten",12,3.0,2.0,45.0,10447761.0,
"Cluster Blossom Ville Extension, BSD, Tangerang Selatan, Banten",1,5.0,4.0,157.0,17676768.0,35000000.0
"jln raya ciputat tangerang selatan, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,103.0,20614035.0,23500000.0
"Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,80.0,14833333.0,
"Jombang, Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,120.0,17857143.0,20000000.0
"Bintaro Sektor 9, Bintaro, Tangerang Selatan, Banten",2,3.0,1.0,100.0,11483254.0,24000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,2.0,239.0,12310606.0,32500000.0
"Ciputat, Tangerang Selatan, Banten",6,7.0,7.0,350.0,12000000.0,60000000.0
"Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,200.0,26851852.0,29000000.0
"Discovery Conserva Bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,100.0,27083333.0,32500000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,200.0,24657534.0,180000000.0
"Reni jaya, Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,40.0,9661290.0,
"Graha Utama Serpong, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,50.0,12686567.0,
"Bintaro, Tangerang Selatan, Banten",2,3.0,2.0,90.0,18750000.0,13500000.0
"Jl. Kp. Ciater I, Rawa Mekarjaya, Serpong, Tangerang Selatan, Banten",13,10.0,5.0,200.0,10416667.0,25000000.0
"Bintaro sektor 9, Bintaro, Tangerang Selatan, Banten",2,2.0,2.0,89.0,17757009.0,19000000.0
"Permata Bintaro, Bintaro, Tangerang Selatan, Banten",2,2.0,1.0,41.0,15277778.0,11000000.0
"Jl.Raya Pamulang, Pamulang, Tangerang Selatan, Banten",11,3.0,2.0,59.0,13089212.0,11780291.249999998
"Jl Camar, Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,290.0,32500000.0,52000000.0
"Serpong Lagoon, Setu, Tangerang Selatan, Banten",16,2.0,2.0,84.0,16949153.0,10000000.0
"Bintaro, Serpong Utara, Tangerang Selatan, Banten",14,5.0,3.0,150.0,20486111.0,29500000.0
"jln raya ciputat tangerang selatan, Ciputat Timur, Tangerang Selatan, Banten",7,4.0,3.0,103.0,22368421.0,25500000.0
"Kebayoran bintaro, Bintaro, Tangerang Selatan, Banten",2,4.0,3.0,250.0,34302326.0,59000000.0
"Jl. Flamingo Blvd, Gading Serpong, Tangerang Selatan, Banten",8,4.0,3.0,166.0,24818715.0,35738950.0
"Serpong Garden, BSD, Tangerang Selatan, Banten",1,2.0,1.0,45.0,10549451.0,
"Sektor1, Gading Serpong, Tangerang Selatan, Banten",8,3.0,3.0,300.0,16666667.0,27000000.0
"Pahlawan Seribu, BSD, Tangerang Selatan, Banten",1,1.0,1.0,38.0,14473684.0,
"Reni jaya, Pamulang, Tangerang Selatan, Banten",11,2.0,2.0,54.0,13225806.0,
"Alam sutera, Alam Sutera, Tangerang Selatan, Banten",0,5.0,2.0,180.0,23529412.0,28000000.0
"Jl Kana 3 BSD, Lengkong Gudang, Serpong, Serpong, Tangerang Selatan, Banten",13,7.0,4.0,300.0,17114914.0,70000000.0
"Alam Sutera, Alam Sutera, Tangerang Selatan, Banten",0,5.0,2.0,180.0,23529412.0,28000000.0
"Alam sutra, Alam Sutera, Tangerang Selatan, Banten",0,9.0,5.0,500.0,18801090.0,69000000.0
"BSD, Tangerang Selatan, Banten",1,4.0,3.0,220.0,24390244.0,60000000.0
"JL PAHLAWAN REMPOA, Ciputat, Tangerang Selatan, Banten",6,3.0,2.0,124.0,25714286.0,27000000.0
"Alam Sutera, Tangerang Selatan, Banten",0,5.0,2.0,180.0,23529412.0,28000000.0
"Bintaro, Tangerang Selatan, Banten",2,3.0,3.0,300.0,13953488.0,30000000.0
